Max_Tem,Avg_Tem,Avg_S_Pressure,Avg_Visibility,Max_Wind,Max_SWind,Avg_Wind,Sum_Rain,heat_wave_strength,week_index,Avg_humudity,Week_ending
93.0,86.38571428571429,18.400000000000002,10.0,999.9,14.0,7.871428571428572,0.02,6,183,2.5465213141623737,2017-07-08
93.0,85.05714285714285,16.900000000000002,9.657142857142857,999.9,22.9,7.657142857142858,7.420000000000001,1,184,2.6175951747915285,2017-07-15
93.0,83.70000000000002,16.642857142857142,9.714285714285714,999.9,17.1,3.9857142857142853,3.62,0,185,2.679388478433925,2017-07-22
93.9,86.14285714285714,15.814285714285715,9.842857142857142,999.9,12.0,4.942857142857143,0.12,5,186,2.612714068207974,2017-07-29
93.9,84.54285714285713,16.38571428571429,9.728571428571428,28.0,17.1,6.571428571428571,1.8599999999999999,2,187,2.6516089924065183,2017-08-05
93.0,85.81428571428572,16.214285714285715,9.857142857142858,999.9,15.9,7.385714285714286,1.34,6,188,2.5661481274135824,2017-08-12
95.0,87.24285714285715,15.342857142857143,9.985714285714286,999.9,13.0,4.542857142857143,0.56,6,189,2.532643463325677,2017-08-19
93.9,82.62857142857142,14.12857142857143,9.385714285714286,999.9,17.1,6.057142857142857,4.24,1,190,2.7291418678303248,2017-08-26
93.9,84.97142857142858,14.242857142857146,9.828571428571427,999.9,18.1,5.3428571428571425,2.31,2,191,2.6529738452801763,2017-09-02
93.9,85.77142857142857,12.614285714285714,9.799999999999999,999.9,29.9,7.5,1.81,1,192,2.7020736510951004,2017-09-09
91.9,84.91428571428573,152.42857142857142,9.414285714285715,999.9,42.9,10.214285714285714,7.51,0,193,2.630388420969329,2017-09-16
93.9,84.05714285714285,11.914285714285713,9.77142857142857,999.9,13.0,4.414285714285714,4.51,0,194,2.6930028210939314,2017-09-23
91.0,83.01428571428572,11.12857142857143,9.828571428571431,999.9,15.0,3.8857142857142857,2.03,0,195,2.77780135417841,2017-09-30
91.0,82.91428571428571,12.957142857142857,9.242857142857144,34.0,24.1,10.6,5.81,0,196,2.8138118982367715,2017-10-07
91.0,83.61428571428571,13.214285714285714,9.828571428571427,999.9,18.1,8.171428571428573,0.56,0,197,2.7214380899178994,2017-10-14
90.0,82.44285714285715,14.771428571428572,9.871428571428572,999.9,17.1,6.242857142857142,1.0899999999999999,0,198,2.6988605355118502,2017-10-21
88.0,77.84285714285714,13.714285714285714,9.6,26.0,18.1,8.557142857142855,3.28,0,199,2.5286991096073916,2017-10-28
86.0,73.61428571428571,14.9,9.742857142857144,999.9,27.0,6.485714285714286,2.51,0,200,2.3488267824979348,2017-11-04
87.1,78.98571428571428,14.814285714285715,9.857142857142858,999.9,14.0,5.371428571428572,0.38,0,201,2.6459623739598612,2017-11-11
87.1,77.0,14.057142857142855,9.514285714285714,999.9,19.0,7.457142857142856,2.49,0,202,2.626851836667325,2017-11-18
84.9,75.57142857142857,12.871428571428572,9.828571428571427,999.9,15.9,4.585714285714286,1.7100000000000002,0,203,2.6176169375100224,2017-11-25
84.0,75.94285714285715,16.657142857142862,9.957142857142857,999.9,15.9,6.500000000000001,0.4,0,204,2.539922710881379,2017-12-02
87.1,76.34285714285716,16.171428571428574,9.757142857142856,999.9,15.9,6.457142857142857,0.04,0,205,2.655222238022143,2017-12-09
